id,has_file,valid
619000045,False,False
619079016,False,False
619079061,False,False
619079096,False,False
620069061,False,False
620079042,False,False
621049103,False,False
621069057,False,False
621069074,False,False
621069113,False,False
621069146,False,False
621069154,False,False
622049106,False,False
622049114,False,False
622059019,False,False
622059031,False,False
622069123,False,False
622079089,False,False
622100074,False,False
622100092,False,False
622100130,False,False
623039026,False,False
623049047,False,False
623049093,False,False
623049094,False,False
623049232,False,False
623049273,False,False
623049315,False,False
623049341,False,False
623059016,False,False
623069068,False,False
624069035,False,False
624069050,False,False
624069098,False,False
624069108,False,False
624100010,False,False
624100990,False,False
624110050,False,False
624110110,False,False
624110450,False,False
624110540,False,False
624110810,False,False
624110860,False,False
624110930,False,False
624111000,False,False
625049153,False,False
625049274,False,False
625049281,False,False
625049286,False,False
625049299,False,False
625049310,False,False
625049313,False,False
625049318,False,False
625049359,False,False
625059036,False,False
625059051,False,False
625069064,False,False
625100004,False,False
625100181,False,False
626049091,False,False
626049102,False,False
626049115,False,False
626059127,False,False
626059155,False,False
626059220,False,False
626059276,False,False
626059365,False,False
626710220,False,False
627300145,False,False
627300190,False,False
627300195,False,False
629000410,False,False
629000510,False,False
629000615,False,False
629000704,False,False
629400340,False,False
629400480,False,False
629420080,False,False
629420100,False,False
629420260,False,False
629420480,False,False
629500170,False,False
629600030,False,False
629600130,False,False
629650030,False,False
629650370,False,False
629650380,False,False
629800520,False,False
629800540,False,False
629800660,False,False
629810560,False,False
629811360,False,False
629860010,False,False
629890070,False,False
632000065,False,False
635000145,False,False
638100073,False,False
641900050,False,False
643300040,False,False
643300180,False,False
643300210,False,False
643400130,False,False
643500030,False,False
643500060,False,False
644000040,False,False
644000102,False,False
644000115,False,False
644000185,False,False
644200040,False,False
644200090,False,False
646500070,False,False
646910020,False,False
646910030,False,False
646910150,False,False
646910480,False,False
646910620,False,False
662310400,False,False
662310620,False,False
662440030,False,False
669000350,False,False
682000030,False,False
685000115,False,False
685000160,False,False
685000265,False,False
686100380,False,False
686200740,False,False
686200840,False,False
686201000,False,False
686300420,False,False
686300450,False,False
686300930,False,False
686400040,False,False
686400060,False,False
686400380,False,False
686400670,False,False
686400930,False,False
686450080,False,False
686450210,False,False
686450330,False,False
686450490,False,False
686500030,False,False
686530020,False,False
686530110,False,False
686550040,False,False
686800070,False,False
686800080,False,False
686900030,False,False
687600010,False,False
687600110,False,False
688000017,False,False
704450070,False,False
705000120,False,False
705700140,False,False
705700210,False,False
705700390,False,False
705700580,False,False
705700640,False,False
705700960,False,False
705710640,False,False
705730180,False,False
705730280,False,False
708000030,False,False
710300010,False,False
